ГИПЕРБОЛИЗАЦИЯ	["106828-N", "128560-N"]	['ПРИЕМ (СПОСОБ)', 'СТИЛИСТИЧЕСКИЙ ПРИЕМ']
ГИПЕРТЕКСТ	["1584-N", "7148-N", "148785-N"]	['ИНФОРМАЦИОННАЯ СИСТЕМА', 'АВТОМАТИЗИРОВАННАЯ СИСТЕМА', 'ПРИКЛАДНАЯ ПРОГРАММА']
ГИПОТИРЕОЗ	["9533-N", "616-N"]	['ЭНДОКРИННОЕ ЗАБОЛЕВАНИЕ', 'БОЛЕЗНЬ']
ГИРЬКА	["106554-N", "120614-N", "120613-N"]	['ПРЕДМЕТ, ВЕЩЬ', 'ПРОТИВОВЕС (ГРУЗ)', 'ГРУЗ (ТЯЖЕЛЫЙ ПРЕДМЕТ)']
ГЛАГОЛИЦА	["3548-N", "107335-N"]	['АЛФАВИТ', 'НАБОР (СОВОКУПНОСТЬ ПРЕДМЕТОВ)']
ГЛАМУР	["137358-N"]	['ОБРАЗ ЖИЗНИ']
ГЛИЦИНИЯ	["965-N", "6883-N", "141883-N", "144172-N", "107872-N"]	['ЦВЕТКОВОЕ РАСТЕНИЕ', 'ДЕКОРАТИВНАЯ КУЛЬТУРА', 'ВЬЮЩЕЕСЯ РАСТЕНИЕ', 'РАСТЕНИЕ', 'ЛИАНА']
ГЛЮКОМЕТР	["3648-N", "2489-N", "2754-N"]	['ИЗМЕРИТЕЛЬНЫЙ ПРИБОР', 'ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ', 'ПРИБОР']
ГЛЮКОМЕТР	["1068-N", "106507-N"]	['МЕДИЦИНСКАЯ ПРОДУКЦИЯ', 'ПРОДУКТ ПРОИЗВОДСТВА']
ГОЗНАК	["134279-N", "525-N", "2532-N", "2047-N", "134781-N"]	['ОРГАНИЗАЦИОННО-ПРАВОВАЯ ФОРМА ПРЕДПРИЯТИЙ', 'ПРЕДПРИЯТИЕ', 'ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ', 'ГОСУДАРСТВЕННАЯ СОБСТВЕННОСТЬ', 'ГОСУДАРСТВЕННАЯ ОРГАНИЗАЦИЯ']
ГОЛЬМИЙ	["2868-N"]	['ХИМИЧЕСКИЙ ЭЛЕМЕНТ']
ГОЛЬМИЙ	["100-N", "132875-N"]	['РЕДКОЗЕМЕЛЬНЫЕ МЕТАЛЛЫ', 'ЛАНТАНОИДЫ']
ГОНЧАР	["2550-N", "111238-N"]	['РАБОТНИК', 'МАСТЕР (КВАЛИФИЦИРОВАННЫЙ РАБОТНИК)']
ГОРБИНКА	["125927-N", "106451-N"]	['ВЫПУКЛОСТЬ, ВЫПУКЛОЕ МЕСТО', 'МЕСТО В ПРОСТРАНСТВЕ']
ГОРИХВОСТКА	["4091-N", "130644-N", "963-N", "5681-N"]	['ДИКОЕ ЖИВОТНОЕ', 'ПЕВЧАЯ ПТИЦА', 'ПТИЦА', 'ДИКАЯ ПТИЦА']
ГОРОДОШНИК	["135736-N", "106857-N", "110092-N"]	['СТОРОНА (ГРУППА ЛИЦ)', 'УЧАСТНИК', 'ИГРОК, УЧАСТНИК ИГРЫ']
ГРАБ	["3364-N", "988-N"]	['ЛИСТВЕННОЕ ДЕРЕВО', 'ДРЕВЕСНОЕ РАСТЕНИЕ']
ГРАДОБИТИЕ	["106593-N", "3061-N", "266-N", "111-N"]	['КАТАСТРОФА', 'БЕДСТВИЕ', 'СТИХИЙНОЕ БЕДСТВИЕ', 'ПРИРОДНОЕ ЯВЛЕНИЕ']
ГРАНУЛЯЦИЯ	["106631-N"]	['ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']
ГРАЧОНОК	["107776-N", "107807-N"]	['ПТЕНЕЦ', 'ДЕТЕНЫШ ЖИВОТНОГО']
ГРАЧОНОК	["7396-N"]	['ПЕРЕЛЕТНАЯ ПТИЦА']
ГРИЗЛИ	["128759-N", "8891-N"]	['БУРЫЙ МЕДВЕДЬ', 'МЕДВЕДЬ']
ГРИЗЛИ	["128763-N"]	['СЕВЕРОАМЕРИКАНСКОЕ ЖИВОТНОЕ']
ГРУДИНКА	["1225-N", "368-N"]	['МЯСО', 'ПРОДУКТЫ ПИТАНИЯ']
ГРУДИНКА	["108354-N", "3545-N"]	['МЯСНЫЕ ПРОДУКТЫ', 'МЯСОМОЛОЧНЫЕ ПРОДУКТЫ']
ГУДРОН	["820-N", "107277-N"]	['ВЕЩЕСТВО', 'ТЕСТООБРАЗНАЯ МАССА']
ГУДРОН	["130019-N", "61-N", "106536-N"]	['НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ', 'СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ', 'МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ']
ГУСАК	["4839-N", "5349-N", "4843-N"]	['СЕЛЬСКОХОЗЯЙСТВЕННАЯ ПТИЦА', 'ВОДОПЛАВАЮЩАЯ ПТИЦА', 'ГУСЬ']
ГУСАК	["107876-N", "144174-N"]	['САМЕЦ (ЖИВОТНОЕ)', 'ЖИВОТНОЕ']
ГУСЯТНИК	["343-N", "111341-N"]	['СЕЛЬСКОХОЗЯЙСТВЕННЫЙ РАБОТНИК', 'ПТИЧНИК (РАБОТНИК)']
ДАДАИСТ	["8848-N", "137100-N"]	['ДЕЯТЕЛЬ ИСКУССТВА', 'МОДЕРНИСТ']
ДАЛЬТОНИК	["106579-N", "138167-N", "2149-N"]	['ЖИВОЙ ОРГАНИЗМ', 'СУБЪЕКТ ДЕЯТЕЛЬНОСТИ', 'ЧЕЛОВЕК']
ДАОСИЗМ	["121514-N", "119563-N", "135607-N", "132973-N"]	['УЧЕНИЕ (СОВОКУПНОСТЬ ТЕОРЕТИЧ. ПОЛОЖЕНИЙ)', 'МИРОВОЗЗРЕНИЕ', 'РЕЛИГИОЗНОЕ УЧЕНИЕ', 'ФИЛОСОФСКОЕ УЧЕНИЕ']
ДАУНШИФТИНГ	["110242-N", "135458-N", "137358-N"]	['ПОВЕДЕНИЕ', 'УКЛАД (УСТАНОВИВШИЙСЯ ПОРЯДОК)', 'ОБРАЗ ЖИЗНИ']
ДВОЕНИЕ	["6961-N", "136609-N", "616-N"]	['НАРУШЕНИЕ ЗРЕНИЯ', 'ДИСФУНКЦИЯ ОРГАНОВ', 'БОЛЕЗНЬ']
ДВОЕНИЕ	["119665-N"]	['ПРЕДСТАВИТЬСЯ (ЯВИТЬСЯ В МЫСЛИ, В ВООБРАЖЕНИИ)']
ДВУСТИШИЕ	["108242-N", "2966-N"]	['СТРОФА', 'ТЕКСТ']
ДЕБЛОКИРОВАНИЕ	["115444-N", "120034-N"]	['ОТПУСТИТЬ (ПОЗВОЛИТЬ УДАЛИТЬСЯ)', 'ОСВОБОДИТЬ, ДАТЬ СВОБОДУ']
ДЕГИДРАТАЦИЯ	["125011-N", "143048-N"]	['ФИЗИОЛОГИЧЕСКИЙ ПРОЦЕСС', 'БИОЛОГИЧЕСКИЙ ПРОЦЕСС']
ДЕЗИНФЕКТОР	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
ДЕЗИНФЕКТОР	["2550-N"]	['РАБОТНИК']
ДЕЙТЕРИЙ	["6015-N", "9344-N"]	['ИЗОТОП', 'АТОМ']
ДЕЙТЕРИЙ	["903-N", "131273-N", "461-N"]	['ВОДОРОД', 'НЕМЕТАЛЛЫ', 'ГАЗООБРАЗНОЕ ВЕЩЕСТВО']
ДЕЛИСТИНГ	["110909-N", "106631-N", "106638-N"]	['УДАЛИТЬ, ИСКЛЮЧИТЬ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ', 'УМЕНЬШИТЬ']
ДЕЛЬТАПЛАНЕРИСТ	["1626-N", "150555-N"]	['СПОРТСМЕН', 'ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ']
ДЕНДРОЛОГ	["9033-N", "111757-N"]	['БИОЛОГ', 'БОТАНИК, СПЕЦИАЛИСТ ПО БОТАНИКЕ']
ДЕНУКЛЕАРИЗАЦИЯ	["2169-N", "6165-N", "8170-N"]	['РАЗОРУЖЕНИЕ', 'КОНТРОЛЬ ЗА ВООРУЖЕНИЯМИ', 'ДЕМИЛИТАРИЗАЦИЯ']
ДЕПРИВАТИЗАЦИЯ	["116543-N", "144001-N"]	['ВЕРНУТЬ ВЗЯТОЕ', 'ВОЗВРАТ ИМУЩЕСТВА, СРЕДСТВ']
ДЕПРИВАТИЗАЦИЯ	["5418-N", "843-N"]	['ОТЧУЖДЕНИЕ ИМУЩЕСТВА', 'НАЦИОНАЛИЗАЦИЯ']
ДЕСЯТИБОРЕЦ	["112464-N", "1626-N"]	['ЛЕГКОАТЛЕТ', 'СПОРТСМЕН']
ДЕФЛИМПИАДА	["1625-N", "1628-N"]	['СПОРТИВНОЕ СОРЕВНОВАНИЕ', 'ОЛИМПИЙСКИЕ ИГРЫ']
ДЕЦИМЕТР	["8646-N", "109697-N"]	['ЕДИНИЦА ИЗМЕРЕНИЯ', 'ЕДИНИЦА ДЛИНЫ']
ДЖЕНЕРИК	["1068-N", "6514-N", "147742-N", "1067-N"]	['МЕДИЦИНСКАЯ ПРОДУКЦИЯ', 'ЛЕЧЕБНОЕ СРЕДСТВО', 'АПТЕЧНАЯ ПРОДУКЦИЯ', 'МЕДИКАМЕНТ']
ДЖИН	["108336-N", "548-N"]	['КРЕПКИЙ АЛКОГОЛЬНЫЙ НАПИТОК', 'АЛКОГОЛЬНЫЙ НАПИТОК']
ДИАТЕЗ	["109068-N", "616-N"]	['АЛЛЕРГИЧЕСКОЕ ЗАБОЛЕВАНИЕ', 'БОЛЕЗНЬ']
ДИЕТОТЕРАПИЯ	["7529-N", "142491-N"]	['МЕТОД ЛЕЧЕНИЯ', 'МЕТОД']
ДИЕТОТЕРАПИЯ	["108890-N", "4230-N"]	['ЕДА, ПИЩА', 'ДИЕТИЧЕСКОЕ ПИТАНИЕ']
ДИЛЕР	["525-N", "847-N"]	['ПРЕДПРИЯТИЕ', 'КОМПАНИЯ']
ДИЛЕР	["142758-N", "112319-N"]	['ТОРГОВЫЙ ПОСРЕДНИК', 'ПОСРЕДНИК']
ДИЛЕР	["148630-N"]	['ИГРОК РЫНКА']
ДИПЛОМНИК	["762-N", "2196-N", "150555-N"]	['СТУДЕНТ', 'УЧАЩИЙСЯ', 'ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ']
ДИСБАТ	["5337-N", "790-N"]	['БАТАЛЬОН', 'ВОИНСКОЕ ПОДРАЗДЕЛЕНИЕ']
ДИСПЕПСИЯ	["125011-N", "107586-N", "9528-N"]	['ФИЗИОЛОГИЧЕСКИЙ ПРОЦЕСС', 'СИМПТОМ (ВНЕШНИЙ ПРИЗНАК)', 'КЛИНИЧЕСКИЙ СИМПТОМ']
ДИСПЕПСИЯ	["118045-N", "118044-N", "616-N"]	['РАССТРОИТЬСЯ (НАРУШИТЬСЯ)', 'РАССТРОЙСТВО ФУНКЦИИ', 'БОЛЕЗНЬ']
ДИФРАКЦИЯ	["106587-N", "116035-N", "119796-N", "147175-N", "115274-N"]	['ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ', 'НАПРАВИТЬСЯ, СЛЕДОВАТЬ В НАПРАВЛЕНИИ', 'ОТКЛОНИТЬСЯ, СМЕСТИТЬСЯ В СТОРОНУ', 'ОТКЛОНИТЬСЯ ОТ МАРШРУТА', 'ОБОГНУТЬ (ОБОЙТИ, ОБЪЕХАТЬ)']
ДИФРАКЦИЯ	["133063-N", "126008-N"]	['ОПТИЧЕСКОЕ ЯВЛЕНИЕ', 'ФИЗИЧЕСКОЕ ЯВЛЕНИЕ, ПРОЦЕСС']
ДНЕВАЛЬНЫЙ	["792-N", "926-N"]	['ВОЕННОСЛУЖАЩИЙ', 'РЯДОВОЙ СОСТАВ']
ДНЕВАЛЬНЫЙ	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
ДОГМАТИК	["2149-N", "150507-N"]	['ЧЕЛОВЕК', 'ЧЕЛОВЕК ПО ХАРАКТЕРУ']
ДОЖДЕВИК	["109518-N", "108474-N"]	['ПЛАЩ-НАКИДКА', 'НАКИДКА (ОДЕЖДА)']
ДОЖДЕВИК	["146827-N", "144427-N", "4024-N"]	['ОДЕЖДА ОТ ДОЖДЯ И ВЕТРА', 'ЗАЩИТНАЯ ОДЕЖДА', 'ВЕРХНЯЯ ОДЕЖДА']
ДОЖДЕВИК	["106579-N", "4319-N"]	['ЖИВОЙ ОРГАНИЗМ', 'ГРИБ']
ДОЛЛАРИЗАЦИЯ	["145399-N", "106629-N", "135044-N"]	['ЭКОНОМИЧЕСКИЙ ПРОЦЕСС', 'ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ', 'ПРОЦЕСС, СМЕНА СОСТОЯНИЙ']
ДОМКОМ	["2260-N", "106560-N"]	['ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ', 'ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ']
ДОННИК	["347-N", "4789-N", "6859-N", "6861-N", "124008-N"]	['КОРМОВАЯ КУЛЬТУРА', 'ТРАВЯНИСТОЕ РАСТЕНИЕ', 'БОБОВАЯ КУЛЬТУРА', 'СИДЕРАЛЬНАЯ КУЛЬТУРА', 'КОРМОВЫЕ ТРАВЫ']
ДРЕСС-КОД	["106454-N", "106450-N"]	['ПОЛОЖЕНИЕ, ТЕЗИС', 'ПРАВИЛА, ТРЕБОВАНИЯ']
ДРОВНИ	["4821-N", "111080-N", "142547-N"]	['ПОВОЗКА, ГУЖЕВОЙ ТРАНСПОРТ', 'САННАЯ ПОВОЗКА', 'САНИ']
ДУАЛИЗМ	["121514-N", "119563-N", "132973-N"]	['УЧЕНИЕ (СОВОКУПНОСТЬ ТЕОРЕТИЧ. ПОЛОЖЕНИЙ)', 'МИРОВОЗЗРЕНИЕ', 'ФИЛОСОФСКОЕ УЧЕНИЕ']
ДУШЕПРИКАЗЧИК	["138167-N", "121451-N"]	['СУБЪЕКТ ДЕЯТЕЛЬНОСТИ', 'ИСПОЛНИТЕЛЬ, РЕАЛИЗАТОР']
ДЮРАЦИЯ	["2116-N", "7072-N", "107583-N"]	['ЭКОНОМИЧЕСКИЙ ПОКАЗАТЕЛЬ', 'ФИНАНСОВЫЙ ПОКАЗАТЕЛЬ', 'ПОКАЗАТЕЛЬ (ДАННЫЕ)']
ЕВРАЗИЙСТВО	["119563-N", "124135-N"]	['МИРОВОЗЗРЕНИЕ', 'ИДЕОЛОГИЯ']
ЕКТЕНИЯ	["2966-N", "7553-N"]	['ТЕКСТ', 'МОЛИТВА']
ЖАКО	["108497-N", "963-N"]	['ПОПУГАЙ (ПТИЦА)', 'ПТИЦА']
ЖБАН	["2513-N", "107039-N", "107043-N"]	['ПОСУДА', 'СОСУД (ВМЕСТИЛИЩЕ)', 'КУВШИН']
ЖЕРЛО	["109640-N", "106451-N", "107087-N"]	['ДУЛО ОРУЖИЯ', 'МЕСТО В ПРОСТРАНСТВЕ', 'ОТВЕРСТИЕ']
ЖИЛЕТКА	["8218-N", "1256-N", "109873-N"]	['ИЗДЕЛИЕ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ', 'ОДЕЖДА', 'ИЗДЕЛИЕ']
ЖИРОК	["127380-N", "112324-N"]	['ОТЛОЖЕНИЕ ВЕЩЕСТВ', 'СКОПЛЕНИЕ (БОЛЬШОЕ КОЛИЧЕСТВО)']
ЖИРОК	["5992-N", "112369-N"]	['ОРГАНИЧЕСКОЕ ВЕЩЕСТВО', 'ЖИРОВОЕ ВЕЩЕСТВО']
ЖУЖЖАНИЕ	["107093-N"]	['ИЗДАТЬ ЗВУК']
ЗАВЕЩАТЕЛЬ	["152714-N", "2149-N"]	['ЧЕЛОВЕК ПО РОЛИ', 'ЧЕЛОВЕК']
ЗАДАЧНИК	["3790-N", "114052-N"]	['КНИГА (ИЗДАНИЕ)', 'СБОРНИК (КНИГА)']
ЗАДАЧНИК	["114478-N", "106554-N"]	['УЧЕБНОЕ ПОСОБИЕ', 'ПРЕДМЕТ, ВЕЩЬ']
ЗАКЛАДНАЯ	["1271-N", "2428-N"]	['ФИНАНСОВЫЙ ДОКУМЕНТ', 'ДОКУМЕНТ']
ЗАПАСКА	["147495-N", "154139-N", "2653-N"]	['КОЛЕСО ТРАНСПОРТНОГО СРЕДСТВА', 'АВТОМОБИЛЬНОЕ КОЛЕСО', 'АВТОМОБИЛЬНОЕ ОБОРУДОВАНИЕ']
ЗАПАСКА	["106487-N", "111553-N"]	['РЕСУРС, ИСТОЧНИК', 'ЗАПАС (ТО, ЧТО ЗАПАСЕНО)']
ЗАРЕГУЛИРОВАННОСТЬ	["122242-N", "127475-N"]	['НАРУШИТЬ, ПРЕСТУПИТЬ', 'ПЕРЕБОРЩИТЬ, ПЕРЕХВАТИТЬ']
ЗАРЕГУЛИРОВАННОСТЬ	["111943-N", "111944-N"]	['ОГРАНИЧИТЬ', 'НАЗНАЧИТЬ, УСТАНОВИТЬ, ОПРЕДЕЛИТЬ']
ЗАСЕКА	["114025-N", "107170-N"]	['ПРЕГРАДА ДВИЖЕНИЮ', 'ЗАГРАЖДЕНИЕ (ПРЕПЯТСТВИЕ ДЛЯ ДВИЖЕНИЯ)']
ЗАТОВАРИВАНИЕ	["7465-N", "3573-N"]	['ЭКОНОМИЧЕСКАЯ КОНЪЮНКТУРА', 'КОНЪЮНКТУРА РЫНКА']
ЗВЕРОВОД	["343-N", "4862-N"]	['СЕЛЬСКОХОЗЯЙСТВЕННЫЙ РАБОТНИК', 'ЖИВОТНОВОД']
ЗЕМЛЕКОП	["110125-N", "2550-N"]	['РАБОЧИЙ, РАБОТНИК ФИЗИЧЕСКОГО ТРУДА', 'РАБОТНИК']
ЗЕРКАЛКА	["117406-N", "4529-N", "117407-N"]	['СЪЕМОЧНАЯ КАМЕРА', 'ФОТОАППАРАТУРА', 'ФОТОКАМЕРА']
ЗИМОРОДОК	["4091-N", "5681-N", "963-N"]	['ДИКОЕ ЖИВОТНОЕ', 'ДИКАЯ ПТИЦА', 'ПТИЦА']
ЗОБ	["125011-N", "107586-N", "9528-N"]	['ФИЗИОЛОГИЧЕСКИЙ ПРОЦЕСС', 'СИМПТОМ (ВНЕШНИЙ ПРИЗНАК)', 'КЛИНИЧЕСКИЙ СИМПТОМ']
ЗОБ	["150414-N", "106580-N"]	['БИОЛОГИЧЕСКАЯ СУЩНОСТЬ', 'ОРГАН ЖИВОГО ОРГАНИЗМА']
ЗОМАН	["135584-N", "113465-N", "7601-N"]	['ЯДОВИТЫЙ ГАЗ', 'БОЕВОЕ ОТРАВЛЯЮЩЕЕ ВЕЩЕСТВО', 'НЕРВНО-ПАРАЛИТИЧЕСКИЕ ВЕЩЕСТВА']
ЗОРОАСТРИЗМ	["2201-N", "110359-N"]	['РЕЛИГИЯ', 'ПОЛИТЕИЗМ']
ЗЫБЬ	["107513-N", "115626-N"]	['КОЛЕБАТЕЛЬНОЕ ДВИЖЕНИЕ', 'ВОЛНЕНИЕ ВОДЫ']
ИВНЯК	["106451-N", "113085-N", "2594-N"]	['МЕСТО В ПРОСТРАНСТВЕ', 'ЗАРОСЛЬ', 'ЗЕМЕЛЬНЫЙ УЧАСТОК']
ИГРОМАН	["4846-N", "111236-N"]	['БОЛЬНОЙ ЧЕЛОВЕК', 'ПСИХИЧЕСКИ БОЛЬНОЙ']
ИЕГОВИСТ	["9320-N", "2371-N"]	['РЕЛИГИОЗНАЯ СЕКТА', 'РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ']
ИЗГОТОВКА	["118698-N", "119669-N"]	['ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ', 'ПОДГОТОВИТЬ ДЛЯ ИСПОЛЬЗОВАНИЯ']
ИЗРАЗЕЦ	["132527-N", "120831-N", "6401-N"]	['КЕРАМИЧЕСКАЯ ПЛИТКА', 'ОБЛИЦОВОЧНАЯ ПЛИТКА', 'СТРОИТЕЛЬНАЯ КЕРАМИКА']
ИКЕБАНА	["1453-N", "7711-N"]	['ПРИКЛАДНОЕ ИСКУССТВО', 'ДИЗАЙН (ПРОЕКТИРОВАНИЕ)']
ИКЕБАНА	["112078-N"]	['СОСТАВИТЬ (СОБРАВ СОЕДИНИТЬ)']
ИНДУКТИВНОСТЬ	["106841-N", "110871-N"]	['КОЛИЧЕСТВЕННЫЙ ПАРАМЕТР', 'ФИЗИЧЕСКАЯ ВЕЛИЧИНА']
ИНОАГЕНТ	["152578-N", "2081-N"]	['ФОРМАЛЬНЫЙ СТАТУС', 'ПРАВОВОЙ СТАТУС']
ИНОАГЕНТ	["152714-N", "106891-N"]	['ЧЕЛОВЕК ПО РОЛИ', 'ПРЕДСТАВИТЕЛЬ ИНТЕРЕСОВ']
ИНСТИТУЦИОНАЛИЗАЦИЯ	["106493-N", "106496-N"]	['СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ)', 'УЧРЕДИТЬ, ОРГАНИЗОВАТЬ']
ИНСТИТУЦИОНАЛИЗАЦИЯ	["139989-N", "135044-N"]	['СОЦИАЛЬНЫЙ ПРОЦЕСС', 'ПРОЦЕСС, СМЕНА СОСТОЯНИЙ']
ИНТЕНДАНТ	["127439-N", "792-N"]	['ВОИН (ЧЕЛОВЕК)', 'ВОЕННОСЛУЖАЩИЙ']
ИНТЕРН	["134969-N", "1045-N", "1044-N"]	['ЛЕКАРЬ, ЦЕЛИТЕЛЬ', 'ВРАЧ', 'МЕДИЦИНСКИЙ РАБОТНИК']
ИНТЕРН	["762-N", "2196-N"]	['СТУДЕНТ', 'УЧАЩИЙСЯ']
ИНФОГРАФИКА	["110929-N", "107182-N"]	['ГРАФИЧЕСКОЕ ИЗОБРАЖЕНИЕ', 'ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)']
ИНЯЗ	["113986-N", "764-N"]	['УЧЕБНЫЙ ИНСТИТУТ', 'ВЫСШЕЕ УЧЕБНОЕ ЗАВЕДЕНИЕ']
ИПОХОНДРИЯ	["114032-N", "106661-N"]	['ТОСКА (ГРУСТЬ, УНЫНИЕ)', 'ГРУСТЬ']
ИСЛАМОФОБИЯ	["126567-N", "106654-N"]	['КСЕНОФОБИЯ', 'НЕНАВИСТЬ']
ИСЛАМОФОБИЯ	["115553-N"]	['ПРЕДРАССУДОК']
ИСЛАМОФОБИЯ	["6128-N", "137721-N"]	['РЕЛИГИОЗНАЯ НЕТЕРПИМОСТЬ', 'НЕТЕРПИМОСТЬ К ЛЮДЯМ']
ИСЛАМОФОБИЯ	["119563-N"]	['МИРОВОЗЗРЕНИЕ']
ИСТОРИОГРАФ	["21-N", "130749-N", "9223-N"]	['НАУЧНЫЙ РАБОТНИК', 'ГУМАНИТАРИЙ (СПЕЦИАЛИСТ)', 'ИСТОРИК']
КАБАРГА	["936-N", "108007-N"]	['ОЛЕНЬ', 'ПАРНОКОПЫТНЫЕ ЖИВОТНЫЕ']
КАБАРГА	["4091-N"]	['ДИКОЕ ЖИВОТНОЕ']
КАВАТИНА	["4235-N", "110123-N"]	['МУЗЫКАЛЬНОЕ ПРОИЗВЕДЕНИЕ', 'АРИЯ']
КАДИЛО	["6886-N", "106554-N"]	['ПРЕДМЕТ КУЛЬТА', 'ПРЕДМЕТ, ВЕЩЬ']
КАДИЛО	["107039-N"]	['СОСУД (ВМЕСТИЛИЩЕ)']
КАЗАРКА	["963-N", "5349-N"]	['ПТИЦА', 'ВОДОПЛАВАЮЩАЯ ПТИЦА']
КАЙТБОРДИНГ	["8138-N", "152298-N", "147123-N"]	['ВИД СПОРТА', 'ЭКСТРЕМАЛЬНЫЕ РАЗВЛЕЧЕНИЯ', 'ЭКСТРЕМАЛЬНЫЕ ВИДЫ СПОРТА']
КАЛОРИФЕР	["8061-N", "141972-N", "145136-N"]	['НАГРЕВАТЕЛЬНЫЙ ПРИБОР', 'ОБОГРЕВАТЕЛЬ ПОМЕЩЕНИЯ', 'КЛИМАТИЧЕСКОЕ ОБОРУДОВАНИЕ']
КАЛЬВИНИСТ	["4544-N", "8124-N"]	['ХРИСТИАНИН', 'ПРОТЕСТАНТ']
КАЛЬЦИТ	["112641-N", "143683-N", "3417-N"]	['ПОЛЕЗНЫЕ ИСКОПАЕМЫЕ', 'ПРИРОДНОЕ МИНЕРАЛЬНОЕ ОБРАЗОВАНИЕ', 'МИНЕРАЛ']
КАМЕНОЛОМНЯ	["3784-N", "145305-N", "107135-N", "107303-N"]	['ГОРНАЯ ВЫРАБОТКА', 'ОТКРЫТАЯ ГОРНАЯ ВЫРАБОТКА', 'ТЕРРИТОРИЯ, УЧАСТОК', 'УГЛУБЛЕНИЕ, ВЫЕМКА, ВПАДИНА']
КАМЕЯ	["153448-N", "107608-N"]	['ЛИЧНОЕ УКРАШЕНИЕ', 'УКРАШЕНИЕ (ПРЕДМЕТ)']
КАМЕЯ	["2832-N", "130019-N", "109873-N"]	['ЮВЕЛИРНОЕ ИЗДЕЛИЕ', 'НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ', 'ИЗДЕЛИЕ']
КАМФОРА	["6514-N", "1067-N"]	['ЛЕЧЕБНОЕ СРЕДСТВО', 'МЕДИКАМЕНТ']
КАМФОРА	["820-N", "147134-N"]	['ВЕЩЕСТВО', 'ФИЗИЧЕСКАЯ СУЩНОСТЬ']
КАНДИЛЬ	["154384-N", "144185-N", "354-N"]	['СЕМЕЧКОВЫЙ ПЛОД', 'ЯБЛОКО', 'ФРУКТ']
КАНЦЕЛЯРИЗМ	["153483-N", "107521-N"]	['ЕДИНИЦА ЯЗЫКА', 'ЯЗЫКОВОЕ ВЫРАЖЕНИЕ']
КАПИТЕЛЬ	["106509-N", "108799-N"]	['СОСТАВНАЯ ЧАСТЬ', 'ВЕРХНЯЯ ЧАСТЬ']
КАПСТРАНА	["149182-N", "445-N"]	['ПУБЛИЧНО-ПРАВОВОЕ ОБРАЗОВАНИЕ', 'ГОСУДАРСТВО']
КАРАГАЧ	["3364-N", "108276-N"]	['ЛИСТВЕННОЕ ДЕРЕВО', 'ИЛЬМ']
КАРАМБОЛЬ	["107404-N", "152943-N"]	['УДАРИТЬ, НАНЕСТИ УДАР', 'УДАР В БИЛЬЯРДЕ']
КАРБУНКУЛ	["9014-N", "108862-N", "1054-N"]	['ГНОЙНО-СЕПТИЧЕСКОЕ ЗАБОЛЕВАНИЕ', 'ВОСПАЛЕНИЕ (БОЛЕЗНЕННЫЙ ПРОЦЕСС)', 'ИНФЕКЦИОННАЯ БОЛЕЗНЬ']
КАРБУНКУЛ	["3417-N", "144866-N", "103-N", "128017-N"]	['МИНЕРАЛ', 'ДРАГОЦЕННЫЕ МЕТАЛЛЫ И КАМНИ', 'ДРАГОЦЕННЫЙ КАМЕНЬ', 'СОКРОВИЩА']
КАРИАТИДА	["117753-N", "145619-N", "108659-N"]	['СТОЛБ (БРУС)', 'НЕСУЩИЕ КОНСТРУКЦИИ', 'КОЛОННА (СООРУЖЕНИЕ)']
КАРИАТИДА	["125117-N", "8429-N", "4741-N"]	['ФИГУРА (ИЗОБРАЖЕНИЕ)', 'СТАТУЯ', 'СКУЛЬПТУРНОЕ ПРОИЗВЕДЕНИЕ']
КАРТОДРОМ	["107218-N", "135754-N"]	['ПЛОЩАДКА (СООРУЖЕНИЕ)', 'АВТОДРОМ']
КАРШЕРИНГ	["255-N", "143472-N"]	['АРЕНДА', 'АРЕНДА ТРАНСПОРТНОГО СРЕДСТВА']
